Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
Purpose,StructuredStringType,0,1,"The purpose of the ResourcePackage, why the ResourcePackage took place. This should include detailed information on the investigator's primary ResourcePackage questions or hypotheses as well as information on any legal basis for the data collection, such as laws requiring the collection of census data for apportionment purposes. Legal or other authorization should be provided in detail within AuthorizationSource. Supports multiple language versions of the same content as well as optional formatting of the content.",,,,,,,,,,,ddi:reusable:3_3,e,
Coverage,CoverageType,0,1,"Describes the coverage of the ResourcePackage unit. Detailed information on Topical, Temporal, and Spatial Coverage is contained here. Note that Coverage at this level should be inclusive all lower level modules or section. Lower level descriptions serve to constrain coverage within the scope described here.",,,,,,,,,,,ddi:reusable:3_3,e,
Embargo,EmbargoType,0,n,Embargo information about the ResourcePackage unit. References to embargo information in this section can be made from individual variables.,,,,,,,,,,,ddi:reusable:3_3,e,
OtherMaterialSchemeReference,OtherMaterialScheme,0,n,This scheme contains a set of other materials referenced by the metadata.,,,,,,,,,,,ddi:reusable:3_3,e,
ResourcePackageArchive,ResourcePackageArchiveType,0,n,"This is archive information specific to the creation, maintenance, and archiving of the ResourcePackage provided either in-line or by reference. This packaging element differentiates this ""Archive"" from one being published as a product within a ResourcePackage.",,,,,,,,,,,ddi:group:3_3,e,
ConceptualComponentReference,ConceptualComponent,0,n,Allows for in-line entry of an ConceptualComponent.,,,,,,,,,,,ddi:conceptualcomponent:3_3,e,
DataCollectionReference,DataCollection,0,n,Allows for in-line entry of an DataCollection.,,,,,,,,,,,ddi:datacollection:3_3,e,
LogicalProductReference,BaseLogicalProduct,0,n,Allows for in-line entry of any LogicalProduct. l:BaseLogicalProduct is a substitution group base.,,true,,,,,,,,,ddi:logicalproduct:3_3,e,
PhysicalDataProductReference,PhysicalDataProduct,0,n,Allows for in-line entry of an PhysicalDataProduct.,,,,,,,,,,,ddi:physicaldataproduct:3_3,e,
PhysicalInstanceReference,PhysicalInstance,0,n,Allows for in-line entry of an PhysicalInstance.,,,,,,,,,,,ddi:physicalinstance:3_3,e,
PhysicalInstanceGroupReference,PhysicalInstanceGroup,0,n,Allows physical instance modules to be grouped with or without hierarchical structure.,,,,,,,,,,,ddi:physicalinstance:3_3,e,
ArchiveReference,Archive,0,n,Allows for in-line entry of an Archive.,,,,,,,,,,,ddi:archive:3_3,e,
DDIProfileReference,DDIProfile,0,n,Allows for in-line entry of an DDIProfile.,,,,,,,,,,,ddi:ddiprofile:3_3,e,
ComparisonReference,Comparison,0,n,Allows for in-line entry of an Comparison.,,,,,,,,,,,ddi:comparative:3_3,e,
ClassificationFamilyReference,ClassificationFamily,0,n,Allows for in-line entry of a Classification Family.,,,,,,,,,,,ddi:logicalproduct:3_3,e,
OrganizationSchemeReference,OrganizationScheme,0,n,In-line inclusion of a OrganizationScheme.,,,,,,,,,,,ddi:archive:3_3,e,
ConceptSchemeReference,ConceptScheme,0,n,In-line inclusion of a ConceptScheme.,,,,,,,,,,,ddi:conceptualcomponent:3_3,e,
UniverseSchemeReference,UniverseScheme,0,n,In-line inclusion of a UniverseScheme.,,,,,,,,,,,ddi:conceptualcomponent:3_3,e,
ConceptualVariableSchemeReference,ConceptualVariableScheme,0,n,In-line inclusion of a ConceptualVariableScheme.,,,,,,,,,,,ddi:conceptualcomponent:3_3,e,
RepresentedVariableSchemeReference,RepresentedVariableScheme,0,n,In-line inclusion of a RepresentedVariableScheme.,,,,,,,,,,,ddi:logicalproduct:3_3,e,
GeographicStructureSchemeReference,GeographicStructureScheme,0,n,In-line inclusion of a GeographicStructureScheme.,,,,,,,,,,,ddi:conceptualcomponent:3_3,e,
GeographicLocationSchemeReference,GeographicLocationScheme,0,n,In-line inclusion of a GeographicLocationScheme.,,,,,,,,,,,ddi:conceptualcomponent:3_3,e,
InterviewerInstructionSchemeReference,InterviewerInstructionScheme,0,n,In-line inclusion of a InterviewerInstructionScheme.,,,,,,,,,,,ddi:datacollection:3_3,e,
ControlConstructSchemeReference,ControlConstructScheme,0,n,In-line inclusion of a ControlConstructScheme.,,,,,,,,,,,ddi:datacollection:3_3,e,
QuestionSchemeReference,QuestionScheme,0,n,In-line inclusion of a QuestionScheme.,,,,,,,,,,,ddi:datacollection:3_3,e,
MeasurementSchemeReference,MeasurementScheme,0,n,In-line inclusion of a MeasurementScheme.,,,,,,,,,,,ddi:datacollection:3_3,e,
CategorySchemeReference,CategoryScheme,0,n,In-line inclusion of a CategoryScheme.,,,,,,,,,,,ddi:logicalproduct:3_3,e,
CodeListSchemeReference,CodeListScheme,0,n,In-line inclusion of a CodeListScheme.,,,,,,,,,,,ddi:logicalproduct:3_3,e,
NCubeSchemeReference,NCubeScheme,0,n,In-line inclusion of a NCubeScheme.,,,,,,,,,,,ddi:logicalproduct:3_3,e,
VariableSchemeReference,VariableScheme,0,n,In-line inclusion of a VariableScheme.,,,,,,,,,,,ddi:logicalproduct:3_3,e,
PhysicalStructureSchemeReference,PhysicalStructureScheme,0,n,In-line inclusion of a PhysicalStructureScheme.,,,,,,,,,,,ddi:physicaldataproduct:3_3,e,
RecordLayoutSchemeReference,RecordLayoutScheme,0,n,In-line inclusion of a RecordLayoutScheme.,,,,,,,,,,,ddi:physicaldataproduct:3_3,e,
QualitySchemeReference,QualityScheme,0,n,In-line inclusion of a QualityStatementScheme.,,,,,,,,,,,ddi:reusable:3_3,e,
InstrumentSchemeReference,InstrumentScheme,0,n,In-line inclusion of a InstrumentScheme.,,,,,,,,,,,ddi:datacollection:3_3,e,
ProcessingEventSchemeReference,ProcessingEventScheme,0,n,In-line inclusion of a ProcessingEventScheme.,,,,,,,,,,,ddi:datacollection:3_3,e,
ProcessingInstructionSchemeReference,ProcessingInstructionScheme,0,n,In-line inclusion of a ProcessingInstructionScheme.,,,,,,,,,,,ddi:datacollection:3_3,e,
ManagedRepresentationSchemeReference,ManagedRepresentationScheme,0,n,In-line inclusion of a ManagedRepresentationScheme.,,,,,,,,,,,ddi:reusable:3_3,e,
UnitTypeSchemeReference,UnitTypeScheme,0,n,In-line inclusion of a UnitTypeScheme.,,,,,,,,,,,ddi:conceptualcomponent:3_3,e,
SampleFrameSchemeReference,SampleFrameScheme,0,n,"A set of sample frames maintained by an agency, and used in the instrument.",,,,,,,,,,,ddi:datacollection:3_3,e,
SamplingPlanSchemeReference,SamplingPlanScheme,0,n,"A set of sampling plans maintained by an agency, and used in the instrument.",,,,,,,,,,,ddi:datacollection:3_3,e,
DevelopmentActivitySchemeReference,DevelopmentActivityScheme,0,n,"A set of development activities maintained by an agency, and used in the creation of a questionnaire.",,,,,,,,,,,ddi:datacollection:3_3,e,
