Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
GeneralDataFormat,CodeValueType,0,n,"Briefly describes the data formats documented in the logical product(s) of a study unit. Examples include Numeric, Text, Audio, Visual, Geospatial, StillImage, Software, 3D, etc. Supports the use of an external controlled vocabulary. The DDI Alliance has provided a controlled vocabulary (KindOfDataFormat) to support this element at http://www.ddialliance.org/controlled-vocabularies.",,,,,,,,,,,ddi:reusable:3_3,e,
RequiredResourcePackages,RequiredResourcePackagesType,0,1,Specifies by reference the ResourcePackages required to resolve the Study. This list is informational and assists in creating full transmissions of metadata or creating archival packages. Primarily used after the instance is relatively stable and published.,,,,,,,,,,,ddi:reusable:3_3,e,
Embargo,EmbargoType,0,n,Embargo information about the study unit. References to embargo information in this section can be made from individual variables.,,,,,,,,,,,ddi:reusable:3_3,e,
OtherMaterialSchemeReference,OtherMaterialScheme,0,n,This scheme contains a set of other materials referenced by the metadata.,,,,,,,,,,,ddi:reusable:3_3,e,
ConceptualComponentReference,ConceptualComponent,0,n,"Documents the content and relational structure of the concepts, universes, data elements, geographic structures and geographic locations used by the study unit.",,,,,,,,,,,ddi:conceptualcomponent:3_3,e,
DataCollectionReference,DataCollection,0,n,"Documents the content of the Data Collection activities used in this study; development of data collection processes, questions, question flows (control constructs), data collection instrument, instructions, processing events and instructions, methodology, etc.",,,,,,,,,,,ddi:datacollection:3_3,e,
LogicalProductReference,BaseLogicalProduct,0,n,Documents the logical (intellectual) content of the data produced by the study unit. Note that l:BaseLogicalProduct is the head of a substitution group and is replaced by the appropriate member of that substitution group.,,true,,,,,,,,,ddi:logicalproduct:3_3,e,
PhysicalDataProductReference,PhysicalDataProduct,0,n,Documents the physical structure of the data produced by the study unit.,,,,,,,,,,,ddi:physicaldataproduct:3_3,e,
PhysicalInstanceReference,PhysicalInstance,0,n,Documents the link to a specific external data file produced by the study unit. May contain summary and category level statistics on the variables contained in the data file.,,,,,,,,,,,ddi:physicalinstance:3_3,e,
PhysicalInstanceGroupReference,PhysicalInstanceGroup,0,1,Allows physical instance modules to be grouped with or without hierarchical structure.,,,,,,,,,,,ddi:physicalinstance:3_3,e,
ArchiveReference,Archive,0,n,"Archive serves as a packet containing both persistent and transient information. Describes archive-specific material including item record information as well as lifecycle information. The metadata in the package is divided into elements that are persistent (should remain with the Study Unit through its life-cycle), and transient (pertinent only to the Study Unit as held by that archive).",,,,,,,,,,,ddi:archive:3_3,e,
ClassificationFamilyReference,ClassificationFamily,0,n,Allows for in-line entry of a Classification Family.,,,,,,,,,,,ddi:logicalproduct:3_3,e,
DDIProfileReference,DDIProfile,0,n,Contains a DDI Profile which is used by the study unit.,,,,,,,,,,,ddi:ddiprofile:3_3,e,
